step,t_zone,co2,p_cool,p_fan,a0_raw,a1_raw,t_setpoint,fan_signal,t_zone_next,p_total,reward
261,18.9752,471.53,105.79,34.97,-0.25288,1.0,22.494,1.0,18.4157,249.87,-2.07745
262,18.4157,443.46,76.83,173.05,-0.75559,-0.88435,21.489,0.0578,18.5377,5.81,-1.97008
263,18.5377,426.41,5.74,0.07,-1.0,-0.09012,21.0,0.4549,18.0631,21.59,-2.35042
264,18.0631,416.05,5.3,16.29,-0.1658,-0.662,22.668,0.169,17.6793,0.89,-2.65663
265,17.6793,409.75,0.0,0.89,-0.72808,0.97217,21.544,0.9861,17.6257,165.93,-2.7061
266,17.6257,405.92,0.0,165.93,0.93558,0.51274,24.871,0.7564,17.3619,74.88,-2.91345
267,17.3619,403.6,0.0,74.88,0.591,-0.01991,24.182,0.49,16.9777,20.36,-3.21867
268,16.9777,402.19,0.0,20.36,0.54644,-0.35495,24.093,0.3225,16.5379,5.81,-3.56989
269,16.5379,401.33,0.0,5.81,0.20578,1.0,23.412,1.0,16.9826,173.05,-3.22084
270,16.9826,400.81,0.0,173.05,0.77779,-0.97449,24.556,0.0128,15.8132,0.0,-4.14943
271,15.8132,400.49,0.0,0.0,-0.49439,-0.03372,22.011,0.4831,18.9144,101.25,-1.67257
272,18.9144,605.78,81.74,19.52,0.9826,0.43388,24.965,0.7169,19.8109,303.87,-0.96347
273,19.8109,731.64,240.1,63.77,-0.82909,-0.41831,21.342,0.2908,22.48,245.27,-0.00981
274,22.48,808.12,241.02,4.26,-0.06427,-0.18287,22.871,0.4086,23.4044,420.22,-0.01681
275,23.4044,854.58,408.42,11.8,0.64676,0.15328,24.294,0.5766,23.6663,637.63,-0.02551
276,23.6663,882.82,604.45,33.18,-0.40954,-0.45875,22.181,0.2706,26.4016,424.04,-1.13828
277,26.4016,899.97,420.61,3.43,0.44478,0.1522,23.89,0.5761,24.6704,743.99,-0.02976
278,24.6704,910.4,710.9,33.09,-0.20287,0.21347,22.594,0.6067,24.2696,742.39,-0.0297
279,24.2696,916.73,703.74,38.65,0.40138,-0.33238,23.803,0.3338,24.8569,429.91,-0.0172
280,24.8569,920.58,423.48,6.44,-1.0,0.68319,21.0,0.8416,21.9098,712.06,-0.02848
281,21.9098,922.92,608.91,103.15,-0.96838,0.39077,21.063,0.6954,21.0549,451.1,-0.01804
282,21.0549,718.86,392.91,58.19,-0.30772,0.26122,22.385,0.6306,20.616,348.46,-0.32116
283,20.616,593.74,305.06,43.4,-0.60618,-0.59468,21.788,0.2027,21.1763,120.47,-0.00482
284,21.1763,517.72,119.0,1.47,0.76152,-0.0504,24.523,0.4748,19.9364,188.48,-0.85841
285,19.9364,471.53,169.96,18.52,-0.86973,0.18295,21.261,0.5915,19.3179,179.89,-1.35285
286,19.3179,443.46,144.08,35.81,0.75419,1.0,24.508,1.0,18.7011,302.62,-1.85126
287,18.7011,426.41,129.57,173.05,-0.22062,-0.76575,22.559,0.1171,19.0956,24.04,-1.52447
288,19.0956,416.05,23.69,0.35,0.5103,-0.35818,24.021,0.3209,18.5081,35.83,-1.99499
289,18.5081,409.75,30.11,5.72,-0.35033,0.38521,22.299,0.6926,18.139,75.26,-2.29183
290,18.139,405.92,17.77,57.49,0.76598,-1.0,24.532,0.0,17.8543,0.0,-2.51653
291,17.8543,403.59,0.0,0.0,0.57103,0.9742,24.142,0.9871,17.755,166.44,-2.60269
292,17.755,402.19,0.0,166.44,-0.47622,0.87219,22.048,0.9361,17.5826,141.95,-2.7396
293,17.5826,401.33,0.0,141.95,-0.18024,0.77012,22.64,0.8851,17.4117,119.98,-2.87545
294,17.4117,400.81,0.0,119.98,0.08647,0.30295,23.173,0.6515,17.5262,47.85,-2.78097
295,17.5262,400.49,0.0,47.85,0.51513,-0.33229,24.03,0.3339,19.6396,107.65,-1.09261
296,19.6396,605.78,101.21,6.44,0.55863,0.23448,24.117,0.6172,20.4298,317.93,-0.46888
297,20.4298,731.64,277.23,40.7,-0.80262,1.0,21.395,1.0,20.8379,697.68,-0.15757
298,20.8379,808.12,524.63,173.05,-0.50994,-0.17512,21.98,0.4124,23.812,455.28,-0.01821
299,23.812,854.59,443.14,12.14,-0.20961,0.20706,22.581,0.6035,23.9914,706.55,-0.02826
300,23.9914,882.83,668.51,38.04,-1.0,-1.0,21.0,0.0,30.7708,0.0,-4.61662
301,30.7708,900.03,0.0,0.0,-0.60499,-0.35146,21.79,0.3243,27.2682,561.59,-1.83703
302,27.2682,910.4,555.69,5.9,-0.86645,0.6286,21.267,0.8143,24.0261,1000.81,-0.04003
303,24.0261,916.74,907.37,93.44,-0.19583,0.96425,22.608,0.9821,22.5887,997.48,-0.0399
304,22.5887,920.59,833.54,163.94,0.60213,-0.74972,24.204,0.1251,26.2415,191.2,-1.00083
305,26.2415,922.93,190.79,0.41,-0.76981,0.9893,21.46,0.9947,21.1662,752.51,-0.0301
306,21.1662,718.87,582.22,170.29,1.0,0.72294,25.0,0.8615,20.8374,562.41,-0.15257
307,20.8374,593.75,451.77,110.64,0.05358,0.1885,23.107,0.5942,20.8279,346.87,-0.15155
308,20.8279,517.73,310.56,36.31,0.6212,-0.61233,24.242,0.1938,21.4641,125.4,-0.00502
309,21.4641,471.53,124.1,1.3,-0.69652,0.66344,21.607,0.8317,19.7302,365.54,-1.03048
310,19.7302,443.46,265.98,99.57,-0.2805,0.99159,22.439,0.9958,19.346,418.65,-1.33993
311,19.346,426.41,247.77,170.88,-0.5982,0.57845,21.804,0.7892,19.1513,253.08,-1.48905
312,19.1513,416.05,168.01,85.07,0.42382,-0.33036,23.848,0.3348,19.2195,82.0,-1.4277
313,19.2195,409.75,75.51,6.5,-0.72603,-0.05096,21.548,0.4745,18.6858,78.69,-1.85449
314,18.6858,405.92,60.2,18.49,-0.50702,0.17452,21.986,0.5873,18.348,72.86,-2.12454
315,18.348,403.6,37.81,35.05,-1.0,0.98061,21.0,0.9903,18.0553,178.21,-2.36289
316,18.0553,402.19,10.14,168.07,0.33062,0.64432,23.661,0.8222,17.858,96.17,-2.51745
317,17.858,401.33,0.0,96.17,-0.82396,-0.10606,21.352,0.447,17.4815,15.45,-2.81539
318,17.4815,400.81,0.0,15.45,0.82348,0.51571,24.647,0.7579,17.4509,75.32,-2.84233
319,17.4509,400.49,0.0,75.32,-0.48713,-0.62497,22.026,0.1875,18.1214,5.45,-2.3031
320,18.1214,605.78,4.26,1.18,0.02335,0.36191,23.047,0.681,18.159,74.72,-2.27583
321,18.159,731.64,20.08,54.64,-0.79493,-0.74704,21.41,0.1265,18.5452,13.22,-1.96435
322,18.5452,808.12,12.8,0.42,-0.83484,-0.97687,21.33,0.0116,19.6818,3.62,-1.05467
323,19.6818,854.6,3.61,0.0,0.05837,1.0,23.117,1.0,19.1294,382.19,-1.51177
324,19.1294,882.83,209.14,173.05,1.0,-0.96425,25.0,0.0179,21.0864,10.21,-0.00041
325,21.0864,899.99,10.2,0.01,0.15066,0.43593,23.301,0.718,19.2364,228.4,-1.42003
326,19.2364,910.41,164.36,64.05,0.96754,1.0,24.935,1.0,18.8376,328.15,-1.74302
327,18.8376,916.75,155.09,173.05,0.71335,-0.73304,24.427,0.1335,19.3111,32.88,-1.35241
328,19.3111,920.59,32.4,0.48,0.5094,0.17535,24.019,0.5877,18.5143,91.08,-1.99218
329,18.5143,922.93,55.96,35.12,-0.82602,0.5844,21.348,0.7922,17.6063,86.04,-2.7184
330,17.6063,718.87,0.0,86.04,0.53957,0.22436,24.079,0.6122,17.1475,39.7,-3.08361
331,17.1475,593.75,0.0,39.7,0.93201,0.50787,24.864,0.7539,16.9144,74.16,-3.27143
332,16.9144,517.73,0.0,74.16,0.20532,0.21092,23.411,0.6055,16.5091,38.41,-3.59425
333,16.5091,471.53,0.0,38.41,-0.46305,0.22076,22.074,0.6104,16.293,39.35,-3.76718
334,16.293,443.46,0.0,39.35,0.70464,-0.65768,24.409,0.1712,15.0163,0.92,-4.787
335,15.0163,426.41,0.0,0.92,-1.0,-0.9903,21.0,0.0049,15.0,0.0,-5.79178
336,15.0,416.05,0.0,0.0,0.46356,-0.0775,23.927,0.4612,15.3138,16.98,-4.54961
337,15.3138,409.75,0.0,16.98,-0.18438,-1.0,22.631,0.0,15.0,0.0,-6.50359
338,15.0,405.91,0.0,0.0,0.40687,-0.73181,23.814,0.1341,15.0,0.49,-6.16226
339,15.0,403.6,0.0,0.49,0.74625,-0.96633,24.492,0.0168,15.0,0.01,-7.3255
340,15.0,402.19,0.0,0.01,0.12233,-0.51434,23.245,0.2428,15.0,2.49,-6.42655
341,15.0,401.33,0.0,2.49,0.9276,0.76833,24.855,0.8842,15.1563,119.61,-4.67978
342,15.1563,400.81,0.0,119.61,-0.21187,1.0,22.576,1.0,15.6817,173.06,-4.26157
343,15.6817,400.49,0.0,173.06,0.7533,0.27232,24.507,0.6362,16.6473,44.55,-3.48394
344,16.6473,605.78,0.0,44.55,-0.7818,-1.0,21.436,0.0,17.3078,0.0,-2.95375
345,17.3078,731.99,0.0,0.0,-0.90767,-0.97606,21.185,0.012,19.7442,3.88,-1.00478
346,19.7442,808.06,3.88,0.0,0.87449,-0.22884,24.749,0.3856,20.5349,190.62,-0.37974
347,20.5349,854.56,180.7,9.92,0.45019,0.32979,23.9,0.6649,20.816,397.02,-0.16308
348,20.816,882.81,346.15,50.87,1.0,-0.37379,25.0,0.3131,22.5553,269.01,-0.01076
349,22.5553,899.98,263.69,5.31,0.58109,-0.62206,24.162,0.189,23.5137,193.85,-0.00775
350,23.5137,910.41,192.64,1.21,-0.76791,0.16157,21.464,0.5808,21.4618,405.64,-0.01623
351,21.4618,916.75,371.74,33.9,-0.60474,-0.96455,21.791,0.0177,23.0222,16.45,-0.00066
352,23.0222,920.6,16.45,0.01,0.61059,0.38281,24.221,0.6914,19.777,284.34,-0.98979
353,19.777,922.94,227.14,57.2,0.25338,0.01159,23.507,0.5058,18.7206,89.66,-1.82708
354,18.7206,718.88,67.27,22.39,0.07889,0.41216,23.158,0.7061,17.9673,60.92,-2.42857
355,17.9673,593.76,0.0,60.92,0.53881,-0.28274,24.078,0.3586,17.3714,7.98,-2.9032
356,17.3714,517.73,0.0,7.98,0.43336,-0.52466,23.867,0.2377,16.7476,2.34,-3.40197
357,16.7476,471.54,0.0,2.34,0.92196,-0.85011,24.844,0.0749,15.8118,0.12,-4.15059
358,15.8118,443.47,0.0,0.12,-0.33279,-0.1842,22.334,0.4079,16.0499,11.74,-3.96056
359,16.0499,426.41,0.0,11.74,0.95165,-0.2834,24.903,0.3583,15.6218,7.96,-4.30287
360,15.6218,416.05,0.0,7.96,0.55713,-0.4328,24.114,0.2836,15.0648,3.95,-4.74832
361,15.0648,409.75,0.0,3.95,0.98895,-0.99866,24.978,0.0007,15.0,0.0,-6.2564
362,15.0,405.92,0.0,0.0,0.49498,0.79212,23.99,0.8961,15.7768,124.51,-4.18351
363,15.7768,403.6,0.0,124.51,0.49945,0.89011,23.999,0.9451,15.755,146.07,-4.20187
364,15.755,402.19,0.0,146.07,-0.95056,-0.64967,21.099,0.1752,15.0,0.98,-6.20721
365,15.0,401.33,0.0,0.98,0.03231,-0.63339,23.065,0.1833,15.0,1.11,-6.52065
366,15.0,400.81,0.0,1.11,-0.3999,-0.16484,22.2,0.4176,15.0,12.6,-5.35922
367,15.0,400.49,0.0,12.6,-0.67556,-0.96824,21.649,0.0159,15.0,0.0,-5.04722
368,15.0,605.78,0.0,0.0,-0.50743,-0.84331,21.985,0.0783,16.8939,0.14,-3.28485
369,16.8939,731.64,0.0,0.14,0.34941,0.4773,23.699,0.7387,18.5369,143.07,-1.97622
370,18.5369,808.13,73.33,69.74,-1.0,1.0,21.0,1.0,19.2069,396.2,-1.45033
371,19.2069,854.6,223.15,173.06,0.54007,-0.9269,24.08,0.0366,22.5905,31.07,-0.00124
372,22.5905,882.83,31.05,0.03,0.50903,-0.51713,24.018,0.2414,22.712,212.86,-0.00851
373,22.712,899.99,210.41,2.45,0.38962,0.60825,23.779,0.8041,21.0484,543.42,-0.02174
374,21.0484,910.42,453.44,89.98,-0.49598,0.53361,22.008,0.7668,20.6826,458.65,-0.27225
375,20.6826,916.75,380.62,78.03,0.01845,0.80958,23.037,0.9048,19.8568,439.07,-0.93209
376,19.8568,920.6,310.89,128.18,-0.11156,0.17389,22.777,0.5869,20.006,252.89,-0.80529
377,20.006,922.94,217.89,34.99,0.35264,0.60977,23.705,0.8049,18.9225,227.51,-1.67108
378,18.9225,718.88,137.27,90.24,0.91555,-0.03849,24.831,0.4808,18.8866,98.01,-1.69464
379,18.8866,593.76,78.78,19.23,0.76705,0.47475,24.534,0.7374,18.5296,141.55,-1.98194
380,18.5296,517.73,72.17,69.38,0.92191,0.5196,24.844,0.7598,18.2627,112.77,-2.19438
381,18.2627,471.54,36.87,75.91,0.59466,-1.0,24.189,0.0,18.2568,0.0,-2.19458
382,18.2568,443.39,0.0,0.0,-0.31344,-0.88628,22.373,0.0569,17.4935,0.07,-2.80522
383,17.4935,426.43,0.0,0.07,0.15374,-0.931,23.307,0.0345,16.8093,0.02,-3.35256
384,16.8093,416.06,0.0,0.02,-0.14843,-0.31197,22.703,0.344,16.8915,7.05,-3.28711
385,16.8915,409.76,0.0,7.05,0.11031,0.51016,23.221,0.7551,16.9958,74.5,-3.20638
386,16.9958,405.93,0.0,74.5,0.89136,0.73366,24.783,0.8668,16.9302,112.72,-3.26034
387,16.9302,403.6,0.0,112.72,0.49409,0.03224,23.988,0.5161,16.3439,23.79,-3.7258
388,16.3439,402.19,0.0,23.79,-0.3504,0.08855,22.299,0.5443,16.1811,27.9,-3.85625
389,16.1811,401.33,0.0,27.9,-0.51125,-0.34532,21.977,0.3273,15.5726,6.07,-4.34215
390,15.5726,400.81,0.0,6.07,-0.88955,-0.65217,21.221,0.1739,15.0926,0.96,-4.72595
391,15.0926,400.49,0.0,0.96,-0.24323,0.80541,22.514,0.9027,17.9722,127.3,-2.42734
392,17.9722,605.78,0.0,127.3,-1.0,0.25211,21.0,0.6261,19.0533,164.46,-1.56394
393,19.0533,731.65,122.0,42.46,-0.89505,-0.1478,21.21,0.4261,20.617,219.67,-0.31522
394,20.617,808.13,206.28,13.39,-0.38006,1.0,22.24,1.0,20.4925,634.16,-0.43136
395,20.4925,854.6,461.1,173.06,0.64633,-0.42617,24.293,0.2869,23.58,300.29,-0.01201
396,23.58,882.84,296.2,4.09,-0.25008,-0.65226,22.5,0.1739,25.3952,238.89,-0.3257
397,25.3952,899.99,237.92,0.96,-0.34004,-0.61563,22.32,0.1922,25.6614,273.74,-0.54005
398,25.6614,910.42,272.47,1.27,-0.89798,1.0,21.204,1.0,21.7301,863.41,-0.03454
399,21.7301,916.76,690.35,173.06,0.07012,0.7365,23.14,0.8683,21.3121,645.56,-0.02582
400,21.3121,920.6,532.29,113.27,0.4694,-0.98202,23.939,0.009,24.476,10.78,-0.00043
401,24.476,922.94,10.77,0.0,-0.68955,-1.0,21.621,0.0,22.3839,0.0,0.0
402,22.3839,718.33,0.0,0.0,-0.15569,-0.698,22.689,0.151,20.9041,81.7,-0.07996
403,20.9041,593.86,81.04,0.66,1.0,0.07199,25.0,0.536,19.4578,171.04,-1.24059
404,19.4578,517.8,144.4,26.65,0.19462,0.50448,23.389,0.7522,18.8515,192.0,-1.72649
405,18.8515,471.58,118.34,73.67,0.0548,0.1088,23.11,0.5544,18.5912,90.02,-1.93061
406,18.5912,443.49,60.53,29.49,0.32718,0.01331,23.654,0.5067,18.3181,52.28,-2.14757
407,18.3181,426.43,29.77,22.51,0.50036,-0.0181,24.001,0.491,18.3202,49.52,-2.14583
408,18.3202,416.06,29.04,20.48,-1.0,0.48626,21.0,0.7431,18.2104,99.9,-2.23566
409,18.2104,409.76,28.88,71.02,0.17761,1.0,23.355,1.0,18.0811,188.07,-2.34261
410,18.0811,405.93,15.01,173.06,-0.35167,0.28013,22.297,0.6401,17.9394,45.38,-2.4503
411,17.9394,403.6,0.0,45.38,0.47027,-1.0,23.941,0.0,17.1097,0.0,-3.11227
412,17.1097,402.19,0.0,0.0,-0.56563,0.68793,21.869,0.844,17.3988,104.03,-2.88508
413,17.3988,401.33,0.0,104.03,0.72428,0.83852,24.449,0.9193,17.3047,134.43,-2.9616
414,17.3047,400.81,0.0,134.43,0.96347,-0.22134,24.927,0.3893,17.3663,10.21,-2.90733
415,17.3663,400.49,0.0,10.21,0.97439,0.52513,24.949,0.7626,18.9255,207.23,-1.66789
416,18.9255,605.78,130.49,76.74,-0.13696,-0.61246,22.726,0.1938,21.55,128.5,-0.00514
417,21.55,731.65,127.2,1.3,0.37071,-0.93121,23.741,0.0344,24.7381,42.88,-0.00172
418,24.7381,808.13,42.85,0.02,1.0,-0.62162,25.0,0.1892,25.2966,256.5,-0.24751
419,25.2966,854.6,255.29,1.21,-0.19721,0.3699,22.606,0.6849,23.3211,729.7,-0.02919
420,23.3211,882.84,674.09,55.61,0.13904,0.97954,23.278,0.9898,22.7963,1045.92,-0.04184
421,22.7963,900.0,878.12,167.8,-0.88308,0.56646,21.234,0.7832,23.5769,891.17,-0.03565
422,23.5769,910.43,808.02,83.15,-0.83168,0.42863,21.337,0.7143,23.6257,806.48,-0.03226
423,23.6257,916.76,743.41,63.08,-1.0,-0.63143,21.0,0.1843,26.0049,274.03,-0.81486
424,26.0049,920.61,272.9,1.13,-0.46547,-0.69318,22.069,0.1534,24.8048,193.91,-0.00776
425,24.8048,922.95,193.23,0.69,-0.29016,-0.03091,22.42,0.4845,21.4833,331.85,-0.01327
426,21.4833,718.89,312.16,19.69,1.0,-0.64906,25.0,0.1755,22.0053,130.96,-0.00524
427,22.0053,593.77,129.97,0.99,1.0,0.62837,25.0,0.8142,19.9503,387.01,-0.85522
428,19.9503,517.74,293.61,93.4,-1.0,-0.39435,21.0,0.3028,20.3494,136.33,-0.52591
429,20.3494,471.54,131.52,4.81,-1.0,0.78921,21.0,0.8946,19.1584,315.48,-1.48587
430,19.1584,443.47,191.57,123.9,-0.74987,0.36214,21.5,0.6811,18.927,171.38,-1.66526
431,18.927,426.41,116.7,54.67,0.71868,0.12272,24.437,0.5614,18.6664,99.76,-1.87087
432,18.6664,416.05,69.15,30.61,0.04131,-0.38644,23.083,0.3068,18.452,30.62,-2.03965
433,18.452,409.75,25.63,5.0,0.39744,0.84684,23.795,0.9234,18.0625,146.93,-2.35586
434,18.0625,405.93,10.66,136.27,0.05821,-0.10086,23.116,0.4496,17.7813,15.72,-2.5756
435,17.7813,403.6,0.0,15.72,0.96993,0.56574,24.94,0.7829,17.6182,83.04,-2.70876
436,17.6182,402.19,0.0,83.04,-0.19511,0.39563,22.61,0.6978,17.3746,58.81,-2.90267
437,17.3746,401.33,0.0,58.81,-0.99374,-0.48349,21.013,0.2583,16.8244,2.99,-3.34063
438,16.8244,400.81,0.0,2.99,0.30332,0.38976,23.607,0.6949,17.0746,58.07,-3.14267
439,17.0746,400.49,0.0,58.07,0.9649,-0.04297,24.93,0.4785,17.7677,18.96,-2.58656
440,17.7677,605.78,0.0,18.96,0.37184,0.76617,23.744,0.8831,17.9699,119.18,-2.42885
441,17.9699,731.65,0.0,119.18,-0.94776,0.41059,21.104,0.7053,18.0874,72.15,-2.33298
442,18.0874,808.13,11.43,60.72,-0.59771,0.97198,21.805,0.986,17.9553,165.89,-2.44239
443,17.9553,854.6,0.0,165.89,-0.92117,-0.20157,21.158,0.3992,17.7267,11.01,-2.61908
444,17.7267,882.84,0.0,11.01,-0.88887,0.34699,21.222,0.6735,17.7193,52.87,-2.62671
445,17.7193,900.0,0.0,52.87,0.24246,0.72022,23.485,0.8601,17.7127,110.12,-2.63427
446,17.7127,910.43,0.0,110.12,0.25081,-0.29414,23.502,0.3529,17.4018,7.61,-2.87886
447,17.4018,916.76,0.0,7.61,-0.85617,0.93151,21.288,0.9658,17.5476,155.88,-2.76816
448,17.5476,920.61,0.0,155.88,0.69921,-0.54096,24.398,0.2295,16.953,2.11,-3.23771
449,16.953,922.95,0.0,2.11,0.18962,-0.04673,23.379,0.4766,16.2206,18.74,-3.82423
450,16.2206,718.89,0.0,18.74,0.37037,0.60888,23.741,0.8044,16.4837,90.09,-3.61661
451,16.4837,593.77,0.0,90.09,1.0,-0.91858,25.0,0.0407,15.0,0.03,-5.45076
452,15.0,517.74,0.0,0.03,-0.01106,-0.24065,22.978,0.3797,15.3454,9.47,-4.52403
453,15.3454,471.54,0.0,9.47,0.03136,-0.55904,23.063,0.2205,15.0,1.88,-5.20171
454,15.0,443.47,0.0,1.88,-0.03898,-0.50231,22.922,0.2488,15.0,2.67,-5.30367
455,15.0,426.41,0.0,2.67,-0.18609,-0.80506,22.628,0.0975,15.0,0.22,-6.23161
456,15.0,416.05,0.0,0.22,0.94137,-1.0,24.883,0.0,15.0,0.0,-7.19868
457,15.0,409.74,0.0,0.0,1.0,-0.87866,25.0,0.0607,15.0,0.08,-7.08799
458,15.0,405.93,0.0,0.08,0.36084,0.27258,23.722,0.6363,15.0,44.58,-4.89602
459,15.0,403.6,0.0,44.58,0.70802,0.52483,24.416,0.7624,15.1314,76.7,-4.69796
460,15.1314,402.19,0.0,76.7,-0.64399,-0.04752,21.712,0.4762,15.0,18.69,-5.63726
461,15.0,401.33,0.0,18.69,0.01002,-0.44217,23.02,0.2789,15.0,3.76,-6.79297
462,15.0,400.81,0.0,3.76,0.15748,0.24931,23.315,0.6247,15.0,42.18,-5.61965
463,15.0,400.49,0.0,42.18,-0.45183,0.70309,22.096,0.8515,15.1796,106.86,-4.66061
464,15.1796,605.78,0.0,106.86,-1.0,-0.36692,21.0,0.3165,15.0,5.49,-5.9026
465,15.0,731.65,0.0,5.49,1.0,0.99238,25.0,0.9962,15.6283,171.09,-4.30421
466,15.6283,808.13,0.0,171.09,-0.51346,-0.30792,21.973,0.346,15.0,7.17,-5.4645
467,15.0,854.61,0.0,7.17,0.81478,-0.2963,24.63,0.3518,15.0,7.54,-5.37395
468,15.0,882.84,0.0,7.54,-0.28963,-0.64775,22.421,0.1761,15.0,1.0,-5.95214
469,15.0,900.0,0.0,1.0,-0.74445,0.56195,21.511,0.781,15.3543,82.43,-4.51982
470,15.3543,910.43,0.0,82.43,0.98076,-0.9768,24.962,0.0116,15.0,0.0,-7.79661
471,15.0,916.76,0.0,0.0,-0.31881,0.2303,22.362,0.6152,15.0,40.29,-5.16173
472,15.0,920.61,0.0,40.29,0.42004,0.46864,23.84,0.7343,15.0,68.53,-5.0005
473,15.0,922.95,0.0,68.53,0.18457,-0.9495,23.369,0.0253,15.0,0.01,-9.42283
474,15.0,718.89,0.0,0.01,0.19042,0.60181,23.381,0.8009,15.0,88.91,-5.63906
475,15.0,593.77,0.0,88.91,-0.53751,0.32284,21.925,0.6614,15.0,50.08,-6.05356
476,15.0,517.74,0.0,50.08,-0.17821,0.55847,22.644,0.7792,15.0,81.88,-5.91436
477,15.0,471.54,0.0,81.88,-0.99948,0.38586,21.001,0.6929,15.0,57.58,-6.29658
478,15.0,443.47,0.0,57.58,0.24251,-0.72583,23.485,0.1371,15.0,0.51,-9.70186
479,15.0,426.41,0.0,0.51,0.58178,0.74136,24.164,0.8707,15.0,114.23,-6.11663
480,15.0,416.05,0.0,114.23,0.3499,-0.18311,23.7,0.4084,15.0,11.79,-7.83638
481,15.0,409.75,0.0,11.79,-0.88725,-0.06194,21.225,0.469,15.0,17.86,-7.72785
482,15.0,405.93,0.0,17.86,0.32707,0.93588,23.654,0.9679,15.0,156.94,-6.17204
483,15.0,403.6,0.0,156.94,0.6172,-0.92546,24.234,0.0373,15.0,0.03,-11.94189
484,15.0,402.19,0.0,0.03,-0.84348,-0.09345,21.313,0.4533,15.0,16.12,-8.42023
485,15.0,401.33,0.0,16.12,-0.76146,-0.40947,21.477,0.2953,15.0,4.45,-9.64076
486,15.0,400.81,0.0,4.45,0.08584,-1.0,23.172,0.0,15.0,0.0,-12.67708
487,15.0,400.49,0.0,0.0,-0.24688,-0.16831,22.506,0.4158,15.0,12.45,-6.54953
488,15.0,605.78,0.0,12.45,0.17895,-0.43864,23.358,0.2807,15.0,3.83,-5.92127
489,15.0,731.65,0.0,3.83,0.53799,0.5532,24.076,0.7766,16.302,81.06,-3.76168
490,16.302,808.13,0.0,81.06,0.58119,-0.90667,24.162,0.0467,16.5385,0.04,-3.5692
491,16.5385,854.61,0.0,0.04,-0.08709,-1.0,22.826,0.0,18.3013,0.0,-2.15899
492,18.3013,882.92,0.0,0.0,-0.76669,0.5474,21.467,0.7737,18.8898,207.41,-1.69645
493,18.8898,900.0,127.26,80.16,-0.10822,0.80152,22.784,0.9008,19.176,322.31,-1.4721
494,19.176,910.43,195.82,126.48,-1.0,0.65371,21.0,0.8269,19.1531,274.07,-1.48851
495,19.1531,916.77,176.23,97.84,-0.84589,-0.4041,21.308,0.298,19.1216,66.35,-1.50537
496,19.1216,920.63,61.77,4.58,0.24614,0.77276,23.492,0.8864,18.0675,131.57,-2.35129
497,18.0675,922.97,11.05,120.52,0.64353,0.74613,24.287,0.8731,17.0748,115.17,-3.1448
498,17.0748,718.91,0.0,115.17,-0.80198,-0.98771,21.396,0.0061,15.2473,0.0,-4.60212
499,15.2473,593.77,0.0,0.0,0.33003,-0.40484,23.66,0.2976,15.4161,4.56,-4.46729
500,15.4161,517.75,0.0,4.56,-0.2251,-0.94309,22.55,0.0285,15.0,0.02,-5.88088
501,15.0,471.55,0.0,0.02,-0.3099,-0.89529,22.38,0.0524,15.0,0.06,-6.40984
502,15.0,443.48,0.0,0.06,1.0,-0.96003,25.0,0.02,15.0,0.01,-6.92486
503,15.0,426.42,0.0,0.01,1.0,0.96233,25.0,0.9812,15.6587,163.47,-4.27961
504,15.6587,416.05,0.0,163.47,0.04174,0.23015,23.083,0.6151,15.0,40.27,-4.94636
505,15.0,409.75,0.0,40.27,-0.3873,1.0,22.225,1.0,15.5098,173.07,-4.39912
506,15.5098,405.93,0.0,173.07,0.38088,-0.1645,23.762,0.4178,15.0,12.62,-5.63001
507,15.0,403.6,0.0,12.62,-0.02437,-0.10864,22.951,0.4457,15.0,15.32,-5.53918
508,15.0,402.19,0.0,15.32,-1.0,-0.81337,21.0,0.0933,15.0,0.2,-7.549
509,15.0,401.33,0.0,0.2,-0.93997,-0.48211,21.12,0.2589,15.0,3.01,-6.57344
510,15.0,400.81,0.0,3.01,0.76525,0.66426,24.531,0.8321,15.5307,99.72,-4.37943
511,15.5307,400.49,0.0,99.72,-0.22467,0.05125,22.551,0.5256,16.7995,25.13,-3.3614
512,16.7995,605.78,0.0,25.13,0.37716,1.0,23.754,1.0,18.0075,174.52,-2.40095
513,18.0075,731.65,1.45,173.07,0.85867,0.58375,24.717,0.7919,18.9189,220.53,-1.67374
514,18.9189,808.14,134.59,85.94,1.0,1.0,25.0,1.0,19.6646,480.89,-1.08752
515,19.6646,854.62,307.83,173.07,0.4023,1.0,23.805,1.0,20.3307,604.04,-0.55964
516,20.3307,882.86,430.98,173.07,0.30842,0.98638,23.617,0.9932,20.76,676.44,-0.2191
517,20.76,900.02,506.89,169.55,-0.45354,-1.0,22.093,0.0,25.5313,0.0,-0.42508
518,25.5313,910.47,0.0,0.0,0.7694,-0.44377,24.539,0.2781,23.3925,281.1,-0.01124
519,23.3925,916.78,277.38,3.72,0.4437,0.51197,23.887,0.756,20.9534,487.78,-0.05677
520,20.9534,920.63,413.0,74.77,0.55067,-0.95435,24.101,0.0228,23.181,21.89,-0.00088
521,23.181,922.97,21.88,0.01,0.99164,-0.98587,24.983,0.0071,21.3543,4.32,-0.00017
522,21.3543,718.9,4.32,0.0,-0.79386,0.70548,21.412,0.8527,18.9253,253.1,-1.66992
523,18.9253,593.79,145.79,107.32,-0.41015,0.57547,22.18,0.7877,18.5122,159.11,-1.9966
