step,t_zone,t_amb,hour,day,a0_raw,a1_raw,t_zone_next,delta_t,p_total,policy,season
279,30.7587,11.7,16.0,11.67,-0.10142,-0.66176,31.2911,0.5324,177.78,random,winter
280,31.2911,8.9,17.0,11.71,-0.42824,-0.13018,27.8207,-3.4704,413.49,random,winter
281,27.8207,4.4,18.0,11.75,0.8199,-0.32443,30.3179,2.4972,6.67,random,winter
282,30.3179,2.2,19.0,11.79,0.71478,-0.29518,29.5015,-0.8164,7.57,random,winter
283,29.5015,1.7,20.0,11.83,-0.83986,0.10728,23.5889,-5.9125,462.14,random,winter
284,23.5889,1.1,21.0,11.88,-0.64399,-0.47684,24.3707,0.7817,164.82,random,winter
285,24.3707,0.0,22.0,11.92,0.28009,0.51466,27.0132,2.6425,75.16,random,winter
286,27.0132,-0.6,23.0,11.96,0.11851,-0.81437,24.6731,-2.3401,0.2,random,winter
287,24.6731,-0.6,0.0,12.0,0.44016,0.54436,27.3797,2.7066,79.67,random,winter
288,27.3797,0.6,1.0,12.04,0.71724,-0.26975,26.8838,-0.496,8.42,random,winter
289,26.8838,0.6,2.0,12.08,-0.25663,0.54076,23.7136,-3.1702,79.12,random,winter
290,23.7136,1.1,3.0,12.12,-0.53623,-0.13475,22.1908,-1.5228,33.87,random,winter
291,22.1908,1.1,4.0,12.17,-0.48292,0.25344,22.0604,-0.1304,42.6,random,winter
292,22.0604,1.1,5.0,12.21,0.1421,0.04555,24.2834,2.223,24.72,random,winter
293,24.2834,1.1,6.0,12.25,-0.17419,0.40546,23.122,-1.1614,60.05,random,winter
294,23.122,0.6,7.0,12.29,0.98089,0.76418,29.5787,6.4567,118.77,random,winter
295,29.5787,0.6,8.0,12.33,-0.45374,-0.97173,25.3154,-4.2634,7.05,random,winter
296,25.3154,3.9,9.0,12.38,-0.7616,0.15333,23.8954,-1.42,445.59,random,winter
297,23.8954,7.2,10.0,12.42,-0.15616,0.74733,27.0969,3.2015,426.19,random,winter
298,27.0969,10.6,11.0,12.46,0.99442,0.82905,33.8894,6.7925,132.36,random,winter
299,33.8894,14.4,12.0,12.5,0.60265,-0.34174,33.5244,-0.365,121.9,random,winter
300,33.5244,16.1,13.0,12.54,-0.56627,0.93801,27.5374,-5.987,1205.66,random,winter
301,27.5374,16.7,14.0,12.58,0.56205,0.27844,33.7117,6.1742,332.9,random,winter
302,33.7117,17.2,15.0,12.62,0.7961,-0.37611,34.9653,1.2537,103.24,random,winter
303,34.9653,14.4,16.0,12.67,-0.63909,-0.10479,28.825,-6.1404,657.74,random,winter
304,28.825,8.9,17.0,12.71,0.01115,-0.85547,32.0771,3.2521,73.41,random,winter
305,32.0771,8.9,18.0,12.75,0.29358,-0.15623,29.8693,-2.2078,81.1,random,winter
306,29.8693,7.8,19.0,12.79,-0.40081,-0.825,28.6626,-1.2067,90.22,random,winter
307,28.6626,5.6,20.0,12.83,0.47695,0.86977,29.684,1.0213,141.39,random,winter
308,29.684,3.9,21.0,12.88,0.87441,0.81822,31.432,1.7481,130.02,random,winter
309,31.432,3.3,22.0,12.92,0.22717,-0.79312,27.5226,-3.9094,0.26,random,winter
310,27.5226,3.9,23.0,12.96,-0.60516,0.31394,24.1104,-3.4122,383.55,random,winter
311,24.1104,5.6,0.0,13.0,0.62261,-0.5718,27.287,3.1766,1.72,random,winter
312,27.287,2.8,1.0,13.04,-0.6646,-0.35647,23.6881,-3.5989,174.57,random,winter
313,23.6881,1.7,2.0,13.08,0.00152,0.34041,25.3662,1.6781,52.09,random,winter
314,25.3662,0.6,3.0,13.12,0.74084,-0.37967,26.8168,1.4506,5.16,random,winter
315,26.8168,0.6,4.0,13.17,-0.76756,-0.15715,21.9625,-4.8543,167.83,random,winter
316,21.9625,0.0,5.0,13.21,0.2392,0.47982,25.8674,3.9048,70.1,random,winter
317,25.8674,0.0,6.0,13.25,0.67896,0.16641,27.2409,1.3735,34.33,random,winter
318,27.2409,-1.1,7.0,13.29,0.77336,-0.0765,26.9728,-0.2681,17.04,random,winter
319,26.9728,-1.1,8.0,13.33,0.28221,-0.15837,25.8631,-1.1097,12.9,random,winter
320,25.8631,-0.6,9.0,13.38,0.18471,-0.93062,23.776,-2.0871,0.02,random,winter
321,23.776,0.0,10.0,13.42,0.02884,0.82362,25.717,1.941,131.18,random,winter
322,25.717,0.6,11.0,13.46,-0.84507,-0.82885,23.9275,-1.7895,73.24,random,winter
323,23.9275,1.1,12.0,13.5,0.41345,0.61548,28.5298,4.6022,91.2,random,winter
324,28.5298,1.7,13.0,13.54,0.29579,-0.68219,26.8294,-1.7004,0.75,random,winter
325,26.8294,2.8,14.0,13.58,0.30933,0.92368,27.9681,1.1387,153.98,random,winter
326,27.9681,1.7,15.0,13.62,-0.89593,-0.41108,23.2457,-4.7224,242.19,random,winter
327,23.2457,1.7,16.0,13.67,0.65655,0.94608,29.2921,6.0465,159.42,random,winter
328,29.2921,0.6,17.0,13.71,0.11247,0.19861,25.8721,-3.42,37.25,random,winter
329,25.8721,-0.6,18.0,13.75,-0.3212,-0.60779,22.5564,-3.3157,1.34,random,winter
330,22.5564,-1.7,19.0,13.79,0.21642,-0.53765,23.1174,0.561,2.15,random,winter
331,23.1174,-3.9,20.0,13.83,0.7107,-0.49554,24.0254,0.908,2.78,random,winter
332,24.0254,-5.6,21.0,13.88,0.27921,0.12485,24.2707,0.2453,30.79,random,winter
333,24.2707,-6.1,22.0,13.92,-0.36022,0.61364,21.7151,-2.5556,90.88,random,winter
334,21.7151,-6.1,23.0,13.96,0.57221,-0.16231,24.1558,2.4407,12.72,random,winter
335,24.1558,-6.1,0.0,14.0,-0.81566,-0.77944,18.8536,-5.3022,0.3,random,winter
336,18.8536,-6.1,1.0,14.04,0.35308,-0.07813,23.1269,4.2733,16.95,random,winter
337,23.1269,-6.1,2.0,14.08,0.3763,-0.8646,18.9687,-4.1583,0.1,random,winter
338,18.9687,-6.7,3.0,14.12,-0.57158,-0.57191,18.244,-0.7247,1.72,random,winter
339,18.244,-7.2,4.0,14.17,0.76299,-0.78719,18.7839,0.5399,0.27,random,winter
340,18.7839,-8.9,5.0,14.21,-0.49459,0.96188,19.8132,1.0293,163.34,random,winter
341,19.8132,-10.6,6.0,14.25,0.69606,-0.08333,22.8752,3.062,16.66,random,winter
342,22.8752,-10.6,7.0,14.29,-0.73626,0.21701,18.1638,-4.7114,38.99,random,winter
343,18.1638,-12.8,8.0,14.33,0.32441,-0.93706,19.6736,1.5098,0.02,random,winter
344,19.6736,-9.4,9.0,14.38,0.94884,0.76212,29.5594,9.8857,118.35,random,winter
345,29.5594,-6.1,10.0,14.42,0.31974,-0.95575,24.9409,-4.6184,0.01,random,winter
346,24.9409,-4.4,11.0,14.46,0.65413,-0.08774,29.0034,4.0625,16.42,random,winter
347,29.0034,-3.9,12.0,14.5,0.21175,-0.41552,28.5201,-0.4834,16.22,random,winter
348,28.5201,-3.9,13.0,14.54,0.97987,0.04583,31.9303,3.4102,24.74,random,winter
349,31.9303,-3.9,14.0,14.58,0.85523,-0.44364,31.2995,-0.6308,3.73,random,winter
350,31.2995,-5.0,15.0,14.62,-0.57552,-0.43847,27.3898,-3.9097,303.97,random,winter
351,27.3898,-6.1,16.0,14.67,-0.3449,0.05879,26.0139,-1.3758,265.04,random,winter
352,26.0139,-7.2,17.0,14.71,-0.57965,-0.40565,24.9424,-1.0715,189.66,random,winter
353,24.9424,-8.3,18.0,14.75,-0.98272,0.20445,21.2798,-3.6626,386.32,random,winter
354,21.2798,-9.4,19.0,14.79,0.12331,0.3924,25.0042,3.7244,58.39,random,winter
355,25.0042,-12.2,20.0,14.83,-0.47072,-0.53103,21.7831,-3.2211,2.25,random,winter
356,21.7831,-11.7,21.0,14.88,0.62996,-0.01907,25.4912,3.7081,20.42,random,winter
357,25.4912,-11.1,22.0,14.92,0.25502,-0.45478,22.673,-2.8182,3.51,random,winter
358,22.673,-11.1,23.0,14.96,-0.61833,-0.53087,19.9339,-2.739,2.25,random,winter
359,19.9339,-10.6,0.0,15.0,-0.50632,0.50031,20.5443,0.6104,73.05,random,winter
360,20.5443,-10.0,1.0,15.04,-0.2072,0.10339,21.1996,0.6552,29.06,random,winter
361,21.1996,-10.0,2.0,15.08,-0.49779,-0.5633,18.6921,-2.5074,1.82,random,winter
362,18.6921,-11.1,3.0,15.12,-0.05019,0.74286,22.2472,3.5551,114.51,random,winter
363,22.2472,-11.7,4.0,15.17,-0.87191,0.42457,17.8402,-4.4071,62.53,random,winter
364,17.8402,-10.6,5.0,15.21,-0.70948,-0.02203,17.8771,0.0369,20.23,random,winter
365,17.8771,-10.0,6.0,15.25,-0.21977,0.13669,19.8477,1.9706,31.77,random,winter
366,19.8477,-10.0,7.0,15.29,-0.22314,0.03016,19.8826,0.0349,23.65,random,winter
367,19.8826,-7.2,8.0,15.33,0.58623,0.17329,25.3237,5.441,34.94,random,winter
368,25.3237,-4.4,9.0,15.38,0.35102,-0.7353,22.8545,-2.4691,0.47,random,winter
369,22.8545,-6.1,10.0,15.42,-0.59619,-0.71432,23.1032,0.2487,44.72,random,winter
370,23.1032,-3.9,11.0,15.46,0.9547,-0.77601,26.7093,3.6061,0.31,random,winter
371,26.7093,-2.2,12.0,15.5,-0.13195,0.51914,26.3381,-0.3712,210.63,random,winter
372,26.3381,0.6,13.0,15.54,-0.84513,0.09868,24.341,-1.9971,539.15,random,winter
373,24.341,3.9,14.0,15.58,-0.81365,0.03526,24.6499,0.3089,509.07,random,winter
374,24.6499,2.8,15.0,15.62,-0.43934,-0.72982,26.9501,2.3001,105.12,random,winter
375,26.9501,1.7,16.0,15.67,-0.30742,-0.74525,26.1833,-0.7668,54.56,random,winter
376,26.1833,0.0,17.0,15.71,-0.3273,0.86284,24.5914,-1.5919,290.38,random,winter
377,24.5914,3.3,18.0,15.75,-0.44456,0.30803,23.3554,-1.236,125.06,random,winter
378,23.3554,5.0,19.0,15.79,-0.61853,-0.105,22.4753,-0.8801,117.49,random,winter
379,22.4753,5.6,20.0,15.83,-0.89018,0.47253,20.7264,-1.749,313.06,random,winter
380,20.7264,6.7,21.0,15.88,0.23929,0.94751,26.1157,5.3893,159.78,random,winter
381,26.1157,5.6,22.0,15.92,0.84484,0.32603,28.2346,2.119,50.43,random,winter
382,28.2346,6.1,23.0,15.96,0.17871,0.71861,25.4141,-2.8205,109.8,random,winter
383,25.4141,1.7,0.0,16.0,-0.4138,-0.8445,21.1398,-4.2743,0.13,random,winter
384,21.1398,0.0,1.0,16.04,-0.82979,-0.93497,20.2336,-0.9063,4.75,random,winter
385,20.2336,0.0,2.0,16.08,0.80175,0.35776,26.9848,6.7512,54.14,random,winter
386,26.9848,-1.1,3.0,16.12,-0.38796,-0.82616,20.034,-6.9508,0.17,random,winter
387,20.034,-1.1,4.0,16.17,0.22813,-0.56953,21.4407,1.4067,1.75,random,winter
388,21.4407,-2.2,5.0,16.21,-0.18241,0.32061,21.9128,0.472,49.82,random,winter
389,21.9128,-2.8,6.0,16.25,0.8179,-0.90006,19.3499,-2.5629,0.05,random,winter
390,19.3499,-2.2,7.0,16.29,-0.86242,0.97698,18.7442,-0.6057,167.14,random,winter
391,18.7442,-2.8,8.0,16.33,0.94315,-0.84261,23.0853,4.3411,0.14,random,winter
392,23.0853,-2.2,9.0,16.38,-0.41128,0.37313,23.4046,0.3193,106.89,random,winter
393,23.4046,0.0,10.0,16.42,0.80299,-0.14249,29.2117,5.8072,13.64,random,winter
394,29.2117,0.6,11.0,16.46,0.17624,0.49521,28.251,-0.9608,107.3,random,winter
395,28.251,1.7,12.0,16.5,-0.34147,0.90422,26.2418,-2.0092,615.14,random,winter
396,26.2418,3.3,13.0,16.54,-0.41959,-0.5451,29.0697,2.828,260.31,random,winter
397,29.0697,4.4,14.0,16.58,0.21833,-0.19045,30.3684,1.2987,162.24,random,winter
398,30.3684,4.4,15.0,16.62,-0.75058,-0.9498,30.8195,0.4512,49.74,random,winter
399,30.8195,3.3,16.0,16.67,-0.44316,0.57286,25.943,-4.8766,551.41,random,winter
400,25.943,2.2,17.0,16.71,-0.74557,-0.39712,25.6919,-0.251,313.25,random,winter
401,25.6919,0.0,18.0,16.75,0.78588,-0.29485,28.553,2.8611,7.58,random,winter
402,28.553,-1.1,19.0,16.79,0.76298,0.58762,29.6001,1.0472,86.56,random,winter
403,29.6001,0.0,20.0,16.83,-0.16583,0.87295,24.9287,-4.6714,142.12,random,winter
404,24.9287,-1.1,21.0,16.88,0.66704,0.62299,28.5823,3.6536,92.47,random,winter
405,28.5823,-1.1,22.0,16.92,-0.04487,0.09825,24.6999,-3.8824,28.65,random,winter
406,24.6999,-1.7,23.0,16.96,0.99812,0.93426,30.3658,5.6659,156.54,random,winter
407,30.3658,-0.6,0.0,17.0,0.51358,-0.47483,25.7287,-4.6371,3.14,random,winter
408,25.7287,5.0,1.0,17.04,0.88351,0.73701,29.713,3.9842,113.36,random,winter
409,29.713,7.2,2.0,17.08,0.31803,-0.70064,24.6119,-5.101,0.64,random,winter
410,24.6119,7.8,3.0,17.12,0.08622,-0.83295,23.4188,-1.1931,0.16,random,winter
411,23.4188,7.2,4.0,17.17,0.49271,-0.70139,23.7279,0.3091,0.64,random,winter
412,23.7279,2.8,5.0,17.21,0.9299,0.10263,27.7811,4.0532,29.0,random,winter
413,27.7811,2.2,6.0,17.25,-0.03348,0.02629,23.6188,-4.1623,23.38,random,winter
414,23.6188,2.2,7.0,17.29,0.70366,0.32137,27.7302,4.1114,49.91,random,winter
415,27.7302,6.1,8.0,17.33,0.37018,-0.75679,26.2424,-1.4878,0.38,random,winter
416,26.2424,7.2,9.0,17.38,-0.47188,-0.04966,25.4007,-0.8417,274.38,random,winter
417,25.4007,10.6,10.0,17.42,0.82428,0.20191,31.9451,6.5443,37.56,random,winter
418,31.9451,12.8,11.0,17.46,-0.00837,-0.6794,31.2538,-0.6912,143.82,random,winter
419,31.2538,14.4,12.0,17.5,0.80376,-0.45682,33.8193,2.5654,27.97,random,winter
420,33.8193,12.8,13.0,17.54,-0.01338,0.24911,30.8925,-2.9268,562.75,random,winter
421,30.8925,12.8,14.0,17.58,0.66682,0.16809,34.0234,3.1309,234.93,random,winter
422,34.0234,12.8,15.0,17.62,-0.79058,-0.31399,30.0411,-3.9823,658.1,random,winter
423,30.0411,11.7,16.0,17.67,-0.11472,0.78941,28.9642,-1.0769,693.19,random,winter
424,28.9642,10.0,17.0,17.71,0.04811,-0.58558,30.2729,1.3087,130.61,random,winter
425,30.2729,0.6,18.0,17.75,0.04756,-0.66243,28.4638,-1.8091,49.53,random,winter
426,28.4638,-1.1,19.0,17.79,0.51244,0.49415,29.5508,1.087,72.15,random,winter
427,29.5508,0.0,20.0,17.83,-0.83281,0.34866,23.4973,-6.0536,561.31,random,winter
428,23.4973,0.0,21.0,17.88,0.7187,0.37386,29.5629,6.0656,56.09,random,winter
429,29.5629,0.0,22.0,17.92,0.33455,-0.30118,27.0172,-2.5456,7.38,random,winter
430,27.0172,0.0,23.0,17.96,-0.16332,-0.52366,25.0125,-2.0047,2.35,random,winter
431,25.0125,-1.1,0.0,18.0,0.25707,0.49592,26.6541,1.6415,72.41,random,winter
432,26.6541,-1.1,1.0,18.04,0.05155,0.37771,25.3849,-1.2692,56.56,random,winter
433,25.3849,-1.1,2.0,18.08,-0.70365,0.9328,21.5885,-3.7964,347.23,random,winter
434,21.5885,-0.6,3.0,18.12,-0.8743,0.78667,20.4397,-1.1488,349.77,random,winter
435,20.4397,-1.1,4.0,18.17,-0.87345,0.36573,20.2523,-0.1874,203.6,random,winter
436,20.2523,-1.1,5.0,18.21,-0.99858,-0.56706,20.0786,-0.1738,84.46,random,winter
437,20.0786,-1.1,6.0,18.25,-0.82515,0.71952,19.7819,-0.2967,156.97,random,winter
438,19.7819,-0.6,7.0,18.29,0.84603,-0.97864,19.9771,0.1952,0.0,random,winter
439,19.9771,-1.1,8.0,18.33,0.90423,0.90813,29.2942,9.3171,150.28,random,winter
440,29.2942,-0.6,9.0,18.38,0.49099,0.81403,27.5423,-1.7519,129.12,random,winter
441,27.5423,1.1,10.0,18.42,-0.93876,0.73061,20.1015,-7.4408,365.27,random,winter
442,20.1015,1.1,11.0,18.46,-0.80012,0.12582,20.724,0.6225,137.68,random,winter
443,20.724,-1.1,12.0,18.5,-0.64606,-0.0141,21.0904,0.3664,28.23,random,winter
444,21.0904,-1.1,13.0,18.54,0.60636,0.15519,26.4968,5.4065,33.35,random,winter
445,26.4968,-1.1,14.0,18.58,0.64984,-0.09567,26.1527,-0.3442,16.0,random,winter
446,26.1527,-1.1,15.0,18.62,0.42948,-0.35334,24.5999,-1.5528,5.85,random,winter
447,24.5999,-1.1,16.0,18.67,0.19751,0.80718,25.4452,0.8453,127.67,random,winter
448,25.4452,-1.7,17.0,18.71,-0.56467,-0.27873,21.0848,-4.3604,8.12,random,winter
449,21.0848,-1.7,18.0,18.75,0.22018,-0.43108,22.0569,0.9721,3.98,random,winter
450,22.0569,-1.7,19.0,18.79,0.83008,-0.55218,22.7765,0.7196,1.96,random,winter
451,22.7765,-2.8,20.0,18.83,0.26471,0.32247,23.8822,1.1057,50.03,random,winter
452,23.8822,-2.8,21.0,18.88,0.03713,0.09813,22.3972,-1.485,28.64,random,winter
453,22.3972,-2.2,22.0,18.92,0.2601,0.6268,24.1754,1.7782,93.13,random,winter
454,24.1754,-3.3,23.0,18.96,0.6078,0.67051,25.8489,1.6736,100.84,random,winter
455,25.8489,-3.3,0.0,19.0,-0.78141,-0.92054,17.6012,-8.2478,0.03,random,winter
456,17.6012,-3.9,1.0,19.04,-0.6637,-0.41618,18.0526,0.4515,4.3,random,winter
457,18.0526,-3.9,2.0,19.08,0.87461,0.05944,24.6484,6.5957,25.72,random,winter
458,24.6484,-4.4,3.0,19.12,0.34156,-0.62102,19.6086,-5.0398,1.22,random,winter
459,19.6086,-5.0,4.0,19.17,0.9379,-0.97136,16.2767,-3.3318,0.0,random,winter
460,16.2767,-5.0,5.0,19.21,0.97458,-0.59578,20.107,3.8303,1.46,random,winter
461,20.107,-8.9,6.0,19.25,0.5864,-0.82244,16.5201,-3.5869,0.18,random,winter
462,16.5201,-10.6,7.0,19.29,-0.70452,-0.76312,14.8325,-1.6876,0.36,random,winter
463,14.8325,-11.1,8.0,19.33,-0.01932,0.99201,22.0477,7.2152,170.98,random,winter
464,22.0477,-12.2,9.0,19.38,-0.03645,0.44492,21.3689,-0.6788,65.25,random,winter
465,21.3689,-12.8,10.0,19.42,0.19841,-0.78195,17.5496,-3.8193,0.29,random,winter
466,17.5496,-12.2,11.0,19.46,-0.56796,0.797,19.3817,1.832,125.52,random,winter
467,19.3817,-11.1,12.0,19.5,-0.07784,-0.12968,20.2322,0.8505,14.26,random,winter
468,20.2322,-10.6,13.0,19.54,0.64772,0.81705,25.6788,5.4466,129.77,random,winter
469,25.6788,-10.0,14.0,19.58,0.07683,-0.071,21.1786,-4.5002,17.34,random,winter
470,21.1786,-10.6,15.0,19.62,-0.2987,0.60188,20.5536,-0.625,88.91,random,winter
471,20.5536,-11.1,16.0,19.67,0.72359,0.57679,25.0546,4.501,84.8,random,winter
472,25.0546,-11.7,17.0,19.71,-0.65753,0.27163,18.2773,-6.7773,44.48,random,winter
473,18.2773,-12.8,18.0,19.75,-0.41461,-0.37985,16.7437,-1.5336,5.16,random,winter
474,16.7437,-12.2,19.0,19.79,0.02409,-0.16359,18.6904,1.9467,12.66,random,winter
475,18.6904,-13.3,20.0,19.83,-0.12116,-0.80593,14.3605,-4.33,0.22,random,winter
476,14.3605,-13.3,21.0,19.88,-0.59281,-0.34209,15.1733,0.8128,6.16,random,winter
477,15.1733,-15.0,22.0,19.92,-0.077,-0.30573,16.5681,1.3948,7.24,random,winter
478,16.5681,-16.7,23.0,19.96,-0.19379,0.80894,19.2341,2.6661,128.04,random,winter
479,19.2341,-17.8,0.0,20.0,0.84066,-0.89807,12.4401,-6.7941,0.05,random,winter
480,12.4401,-17.2,1.0,20.04,-0.52953,-0.5222,13.4027,0.9626,2.37,random,winter
481,13.4027,-16.7,2.0,20.08,-0.73467,0.86118,16.0698,2.6671,139.46,random,winter
482,16.0698,-18.3,3.0,20.12,0.99652,0.62761,23.5277,7.458,93.27,random,winter
483,23.5277,-18.9,4.0,20.17,0.69396,0.83117,23.0261,-0.5016,132.82,random,winter
484,23.0261,-19.4,5.0,20.21,-0.1892,0.20972,17.3956,-5.6306,38.29,random,winter
485,17.3956,-20.0,6.0,20.25,-0.20393,0.06121,16.5817,-0.8139,25.85,random,winter
486,16.5817,-20.6,7.0,20.29,0.60522,0.51899,22.1005,5.5188,75.81,random,winter
487,22.1005,-20.0,8.0,20.33,-0.33456,0.41088,19.6705,-2.4301,60.75,random,winter
488,19.6705,-17.2,9.0,20.38,-0.80005,0.50208,18.4876,-1.1829,73.31,random,winter
489,18.4876,-13.9,10.0,20.42,-0.95389,-0.703,19.0614,0.5738,19.02,random,winter
490,19.0614,-12.2,11.0,20.46,0.03933,0.92609,24.722,5.6606,154.56,random,winter
491,24.722,-10.0,12.0,20.5,-0.76225,0.41791,21.7651,-2.9569,290.21,random,winter
492,21.7651,-7.8,13.0,20.54,-0.00447,-0.70328,24.9956,3.2305,0.63,random,winter
493,24.9956,-5.6,14.0,20.58,-0.77991,-0.06602,23.2346,-1.7609,308.01,random,winter
494,23.2346,-3.9,15.0,20.62,0.80172,0.19762,28.9883,5.7537,37.16,random,winter
495,28.9883,-3.9,16.0,20.67,0.84226,-0.16121,27.9896,-0.9987,12.77,random,winter
496,27.9896,-3.3,17.0,20.71,-0.05941,0.81856,24.8349,-3.1547,130.09,random,winter
497,24.8349,-8.3,18.0,20.75,-0.75855,-0.50704,20.6002,-4.2347,27.48,random,winter
498,20.6002,-9.4,19.0,20.79,-0.09809,0.66726,23.1788,2.5786,100.25,random,winter
499,23.1788,-7.2,20.0,20.83,0.88163,-0.32552,24.1949,1.0161,6.64,random,winter
500,24.1949,-10.6,21.0,20.88,0.87478,0.57324,27.0654,2.8705,84.23,random,winter
501,27.0654,-10.6,22.0,20.92,-0.13561,0.55588,22.155,-4.9104,81.47,random,winter
502,22.155,-12.2,23.0,20.96,-0.82835,0.44588,18.6587,-3.4963,65.38,random,winter
503,18.6587,-8.9,0.0,21.0,-0.42249,-0.07077,19.6558,0.9971,17.36,random,winter
504,19.6558,-7.8,1.0,21.04,0.69292,-0.19528,22.923,3.2672,11.27,random,winter
505,22.923,-8.9,2.0,21.08,-0.90732,0.82515,17.8064,-5.1166,131.51,random,winter
506,17.8064,-8.3,3.0,21.12,-0.50412,0.19881,19.0252,1.2188,37.27,random,winter
507,19.0252,-7.2,4.0,21.17,-0.46153,0.33803,19.3658,0.3406,51.82,random,winter
508,19.3658,-4.4,5.0,21.21,0.11731,0.67528,22.4415,3.0757,101.7,random,winter
509,22.4415,-6.7,6.0,21.25,0.92909,0.3692,25.4662,3.0247,55.52,random,winter
510,25.4662,-4.4,7.0,21.29,-0.13009,0.46238,21.856,-3.6102,67.65,random,winter
511,21.856,-4.4,8.0,21.33,0.10327,-0.88961,21.1347,-0.7213,0.06,random,winter
512,21.1347,0.6,9.0,21.38,-0.40782,-0.97465,22.7798,1.6451,0.0,random,winter
513,22.7798,2.2,10.0,21.42,-0.87136,-0.55066,23.3398,0.56,178.43,random,winter
514,23.3398,-0.6,11.0,21.46,-0.23105,0.19762,25.8149,2.475,178.76,random,winter
515,25.8149,1.1,12.0,21.5,0.29773,0.70026,28.9018,3.0869,106.32,random,winter
516,28.9018,2.2,13.0,21.54,-0.29654,0.8303,26.4893,-2.4124,557.39,random,winter
517,26.4893,2.2,14.0,21.58,0.36364,0.59901,30.0089,3.5196,150.25,random,winter
518,30.0089,2.8,15.0,21.62,0.11373,0.79884,28.6718,-1.3371,326.38,random,winter
519,28.6718,2.8,16.0,21.67,-0.37586,-0.65061,27.9563,-0.7155,151.29,random,winter
520,27.9563,2.2,17.0,21.71,-0.71239,-0.3496,25.3075,-2.6488,298.48,random,winter
521,25.3075,1.7,18.0,21.75,0.46406,-0.41832,27.1507,1.8432,4.26,random,winter
522,27.1507,1.7,19.0,21.79,-0.15708,-0.96582,24.6464,-2.5043,0.01,random,winter
523,24.6464,-1.1,20.0,21.83,-0.72626,0.02163,22.1139,-2.5325,191.71,random,winter
524,22.1139,-2.8,21.0,21.88,0.16906,-0.33409,24.2756,2.1617,6.39,random,winter
525,24.2756,-5.0,22.0,21.92,0.40764,0.35995,26.0091,1.7336,54.41,random,winter
526,26.0091,-5.0,23.0,21.96,0.59899,0.8053,27.5098,1.5007,127.27,random,winter
527,27.5098,-3.9,0.0,22.0,-0.34418,-0.46851,21.795,-5.7148,3.25,random,winter
528,21.795,-5.0,1.0,22.04,0.75346,-0.76964,22.1873,0.3923,0.33,random,winter
529,22.1873,-5.0,2.0,22.08,0.40382,-0.31659,23.5334,1.346,6.9,random,winter
530,23.5334,-2.8,3.0,22.12,0.62118,0.41822,26.2362,2.7028,61.7,random,winter
531,26.2362,-3.3,4.0,22.17,-0.73939,0.67573,19.8743,-6.3619,101.78,random,winter
532,19.8743,-2.2,5.0,22.21,-0.85892,0.77617,18.9818,-0.8924,121.21,random,winter
533,18.9818,-2.8,6.0,22.25,0.222,-0.59118,20.7819,1.8001,1.51,random,winter
534,20.7819,-2.8,7.0,22.29,0.24571,-0.9321,19.6419,-1.1401,0.02,random,winter
535,19.6419,-0.6,8.0,22.33,0.8525,0.83506,29.5902,9.9484,133.66,random,winter
536,29.5902,2.2,9.0,22.38,-0.56246,0.02024,23.7228,-5.8674,211.97,random,winter
537,23.7228,5.0,10.0,22.42,-0.04766,-0.71668,27.3705,3.6477,34.01,random,winter
538,27.3705,7.8,11.0,22.46,0.46661,0.90816,30.2794,2.9088,150.29,random,winter
539,30.2794,8.9,12.0,22.5,0.32829,-0.22458,30.9824,0.703,131.43,random,winter
540,30.9824,11.7,13.0,22.54,-0.01723,0.55195,29.435,-1.5473,523.14,random,winter
541,29.435,10.6,14.0,22.58,0.23209,-0.04173,31.3029,1.8679,269.84,random,winter
542,31.3029,10.0,15.0,22.62,0.73088,-0.75516,32.7107,1.4078,0.39,random,winter
543,32.7107,7.2,16.0,22.67,0.7823,0.79616,32.458,-0.2527,125.34,random,winter
544,32.458,6.1,17.0,22.71,0.62256,-0.2443,31.0851,-1.3729,9.33,random,winter
545,31.0851,5.6,18.0,22.75,-0.89941,0.57751,23.3173,-7.7678,735.75,random,winter
546,23.3173,4.4,19.0,22.79,0.49741,0.73522,29.1193,5.802,113.01,random,winter
547,29.1193,2.8,20.0,22.83,0.92821,0.2738,30.2801,1.1608,44.71,random,winter
548,30.2801,0.6,21.0,22.88,-0.88298,0.0826,22.6647,-7.6154,394.61,random,winter
549,22.6647,0.6,22.0,22.92,0.85411,-0.01345,28.6331,5.9684,20.77,random,winter
550,28.6331,0.0,23.0,22.96,0.90474,0.23119,29.2128,0.5797,40.37,random,winter
551,29.2128,0.0,0.0,23.0,-0.09627,-0.43367,24.2964,-4.9164,3.93,random,winter
552,24.2964,-1.1,1.0,23.04,0.4195,0.14778,26.4943,2.1979,32.71,random,winter
553,26.4943,0.0,2.0,23.08,0.5089,-0.23336,25.8004,-0.6939,9.75,random,winter
554,25.8004,-1.1,3.0,23.12,0.69724,0.68084,28.2192,2.4188,102.72,random,winter
555,28.2192,-1.1,4.0,23.17,-0.74301,-0.35206,21.3104,-6.9087,73.27,random,winter
556,21.3104,-1.1,5.0,23.21,-0.31172,0.32144,22.5856,1.2752,49.91,random,winter
557,22.5856,0.6,6.0,23.25,0.57243,-0.13337,25.514,2.9284,14.08,random,winter
558,25.514,1.7,7.0,23.29,-0.26997,0.84057,23.4323,-2.0817,134.87,random,winter
